Time,CensusTract,NumberOfReports
08/2018,540.0,1
08/2018,508.03,1
08/2018,14.01,1
08/2018,477.0,1
08/2018,686.0,2
08/2018,144.0,2
08/2018,28.0,3
08/2018,215.0,1
08/2018,1146.0,1
08/2018,172.0,2
08/2018,1070.01,1
08/2018,884.0,1
08/2018,19.02,2
08/2018,962.0,1
08/2018,581.0,1
08/2018,1507.01,1
08/2018,96.01,1
08/2018,153.02,1
08/2018,123.01,1
08/2018,399.01,1
08/2018,797.01,1
08/2018,288.02,1
08/2018,277.02,1
08/2018,1014.0,2
08/2018,457.0,1
08/2018,218.0,1
08/2018,506.0,1
08/2018,357.01,1
08/2018,834.0,1
08/2018,786.01,1
08/2018,86.01,2
08/2018,814.0,1
08/2018,481.0,1
08/2018,1208.01,1
08/2018,291.04,1
08/2018,857.0,1
08/2018,213.02,1
08/2018,301.0,1
08/2018,317.0,1
08/2018,291.05,2
08/2018,522.0,1
08/2018,19.01,1
08/2018,986.0,1
08/2018,1483.0,1
08/2018,719.0,1
08/2018,591.0,1
08/2018,26.02,1
08/2018,390.0,1
08/2018,1196.0,1
08/2018,1144.0,2
08/2018,33.0,1
08/2018,1182.01,1
08/2018,20.0,2
08/2018,224.04,1
08/2018,13.0,1
08/2018,1155.0,1
08/2018,543.0,2
08/2018,205.01,2
08/2018,942.03,1
08/2018,840.0,1
08/2018,215.02,1
08/2018,738.0,1
08/2018,319.0,2
08/2018,405.01,2
08/2018,146.01,2
08/2018,155.0,1
08/2018,313.0,1
08/2018,792.01,1
08/2018,170.09,1
08/2018,385.0,1
08/2018,1191.0,1
08/2018,868.0,1
08/2018,128.06,2
08/2018,878.0,1
08/2018,188.0,1
08/2018,449.02,2
08/2018,987.0,1
08/2018,274.02,1
08/2018,1047.0,1
08/2018,229.0,1
08/2018,925.0,2
08/2018,116.0,1
08/2018,376.0,1
08/2018,938.0,1
08/2018,644.0,1
08/2018,595.02,2
08/2018,924.0,2
08/2018,1008.03,1
08/2018,1010.0,1
08/2018,5.01,1
08/2018,63.01,1
08/2018,820.0,1
08/2018,159.0,1
08/2018,242.0,2
08/2018,135.0,1
08/2018,594.02,1
08/2018,1020.0,1
08/2018,132.02,1
08/2018,26.0,1
08/2018,209.01,1
08/2018,1571.01,1
08/2018,1141.0,1
08/2018,539.01,1
08/2018,622.0,1
08/2018,35.0,2
08/2018,637.0,1
07/2018,1132.0,3
07/2018,40.03,1
07/2018,1078.0,2
07/2018,1188.0,2
07/2018,77.0,3
07/2018,191.0,4
07/2018,237.04,1
07/2018,462.07,10
07/2018,539.01,2
07/2018,399.01,1
07/2018,910.0,14
07/2018,63.01,2
07/2018,511.0,3
07/2018,39.0,8
07/2018,404.0,5
07/2018,47.0,4
07/2018,25.0,7
07/2018,294.0,1
07/2018,189.0,15
07/2018,22.0,2
07/2018,924.0,3
07/2018,146.02,5
07/2018,257.0,8
07/2018,596.0,1
07/2018,806.0,3
07/2018,253.0,3
07/2018,345.0,1
07/2018,99.02,5
07/2018,42.0,1
07/2018,295.0,8
07/2018,273.0,9
07/2018,71.0,13
07/2018,387.0,7
07/2018,200.0,4
07/2018,199.0,4
07/2018,1198.0,3
07/2018,309.02,5
07/2018,87.0,12
07/2018,1058.01,1
07/2018,172.0,8
07/2018,78.0,2
07/2018,96.01,1
07/2018,143.0,12
07/2018,174.0,1
07/2018,122.0,1
07/2018,288.02,1
07/2018,177.0,7
07/2018,194.0,5
07/2018,49.0,7
07/2018,119.0,6
07/2018,43.0,3
07/2018,320.0,2
07/2018,336.0,7
07/2018,547.0,2
07/2018,243.02,4
07/2018,583.0,1
07/2018,111.0,2
07/2018,254.01,1
07/2018,383.02,1
07/2018,504.01,2
07/2018,232.0,5
07/2018,120.0,1
07/2018,510.01,1
07/2018,383.03,4
07/2018,15.01,5
07/2018,1124.0,2
07/2018,945.0,3
07/2018,838.0,1
07/2018,889.02,5
07/2018,352.0,2
07/2018,205.0,1
07/2018,224.0,5
07/2018,456.0,3
07/2018,302.01,4
07/2018,273.01,2
07/2018,190.0,6
07/2018,419.0,2
07/2018,246.0,1
07/2018,67.0,6
07/2018,136.02,6
07/2018,284.0,1
07/2018,498.0,1
07/2018,27.01,1
07/2018,179.01,1
07/2018,68.0,7
07/2018,157.0,7
07/2018,205.01,4
07/2018,293.0,3
07/2018,216.0,4
07/2018,170.12,1
07/2018,707.0,1
07/2018,283.0,8
07/2018,996.0,1
07/2018,551.0,4
07/2018,115.02,2
07/2018,36.01,3
08/2018,566.0,1
08/2018,92.0,1
08/2018,275.0,1
08/2018,243.0,1
08/2018,112.01,1
08/2018,529.0,1
08/2018,968.0,1
07/2018,391.0,3
07/2018,982.0,6
07/2018,138.0,6
07/2018,281.0,2
07/2018,302.02,8
07/2018,242.0,6
07/2018,70.0,2
07/2018,319.0,3
07/2018,916.03,2
07/2018,554.0,2
07/2018,215.02,4
07/2018,922.0,1
07/2018,93.0,3
07/2018,207.0,3
07/2018,156.01,5
07/2018,826.0,1
07/2018,377.0,2
07/2018,217.0,4
07/2018,208.03,2
07/2018,287.0,6
07/2018,739.0,2
07/2018,403.03,1
07/2018,250.0,1
07/2018,285.0,5
07/2018,435.0,2
07/2018,311.0,6
07/2018,303.01,1
07/2018,594.02,1
07/2018,261.0,5
07/2018,166.0,5
07/2018,184.0,3
07/2018,54.0,4
07/2018,201.0,6
07/2018,908.0,2
07/2018,396.0,1
07/2018,186.0,8
07/2018,349.01,4
07/2018,89.0,5
07/2018,51.0,14
07/2018,90.0,8
07/2018,165.0,1
07/2018,170.14,2
07/2018,535.0,4
07/2018,181.0,3
07/2018,210.0,2
07/2018,173.0,4
07/2018,389.0,3
07/2018,570.0,3
07/2018,561.0,1
07/2018,129.01,7
07/2018,337.0,4
07/2018,424.0,2
07/2018,1208.02,3
07/2018,81.0,4
07/2018,30.01,6
07/2018,863.0,1
07/2018,151.02,3
07/2018,359.0,2
07/2018,98.0,6
07/2018,373.0,5
07/2018,343.0,4
07/2018,146.06,1
07/2018,277.01,1
07/2018,215.0,2
07/2018,26.02,2
07/2018,462.03,8
07/2018,505.0,3
07/2018,884.0,6
07/2018,37.0,2
07/2018,638.0,1
07/2018,18.0,3
07/2018,938.0,1
07/2018,213.03,2
07/2018,2.0,3
07/2018,327.0,5
07/2018,7.0,3
07/2018,462.08,2
07/2018,152.0,4
07/2018,146.04,1
07/2018,289.0,5
07/2018,231.0,4
07/2018,175.0,4
07/2018,324.0,3
07/2018,216.01,1
07/2018,40.02,1
07/2018,167.0,4
07/2018,195.0,6
07/2018,516.01,2
07/2018,251.0,6
07/2018,264.0,1
07/2018,348.0,3
07/2018,1207.01,1
07/2018,66.0,1
07/2018,664.02,1
07/2018,239.0,2
07/2018,1265.0,1
07/2018,900.0,4
07/2018,132.01,2
07/2018,347.0,3
07/2018,494.0,1
08/2018,658.0,1
08/2018,344.0,1
08/2018,916.0,1
08/2018,208.05,1
08/2018,407.01,1
08/2018,214.0,1
08/2018,610.02,1
08/2018,2.01,1
08/2018,20.02,1
08/2018,1192.0,1
08/2018,419.0,1
08/2018,299.0,1
07/2018,137.0,5
07/2018,236.0,3
07/2018,267.02,2
07/2018,241.0,5
07/2018,362.0,1
07/2018,46.0,2
07/2018,326.0,2
07/2018,506.0,1
07/2018,342.0,4
07/2018,1617.0,2
07/2018,99.01,5
07/2018,161.0,6
07/2018,169.0,4
07/2018,300.0,3
07/2018,1116.0,1
07/2018,30.02,7
07/2018,462.09,3
07/2018,997.01,1
07/2018,858.0,1
07/2018,211.0,20
07/2018,818.0,1
07/2018,374.02,1
07/2018,269.0,4
07/2018,79.0,4
07/2018,1123.0,2
07/2018,206.01,2
07/2018,41.0,6
07/2018,1182.01,1
07/2018,379.0,5
07/2018,56.0,3
07/2018,255.0,3
07/2018,460.0,2
07/2018,998.01,1
07/2018,301.0,2
07/2018,245.02,2
07/2018,266.01,1
07/2018,170.0,7
07/2018,230.0,5
07/2018,73.0,3
07/2018,1106.0,7
07/2018,245.0,7
07/2018,206.0,1
07/2018,19.01,1
07/2018,179.0,6
07/2018,197.01,2
07/2018,934.0,1
07/2018,944.01,3
07/2018,769.02,2
07/2018,1571.01,1
07/2018,260.0,1
07/2018,12.0,1
07/2018,947.0,1
07/2018,119.02,1
07/2018,309.04,1
07/2018,220.01,1
07/2018,1507.01,2
07/2018,444.0,2
07/2018,351.02,1
07/2018,1463.0,2
07/2018,918.0,1
07/2018,1098.0,1
07/2018,363.0,6
07/2018,144.0,2
07/2018,484.0,3
07/2018,235.0,1
07/2018,55.0,1
07/2018,378.0,4
07/2018,125.0,2
07/2018,277.0,5
07/2018,641.02,1
07/2018,1070.01,2
07/2018,1214.0,3
07/2018,291.0,2
07/2018,276.0,4
07/2018,849.02,1
07/2018,133.0,6
07/2018,35.0,1
07/2018,501.0,4
07/2018,20.01,2
07/2018,383.0,3
07/2018,151.01,6
07/2018,315.0,3
07/2018,426.0,3
07/2018,515.0,2
07/2018,760.0,2
07/2018,408.0,3
07/2018,319.01,1
07/2018,220.02,1
07/2018,28.0,3
07/2018,636.0,1
07/2018,425.0,1
07/2018,226.0,3
07/2018,656.0,1
07/2018,385.0,3
07/2018,593.0,1
07/2018,185.02,2
07/2018,134.0,4
07/2018,458.0,5
07/2018,563.02,1
07/2018,1186.0,1
08/2018,220.01,1
07/2018,702.01,1
07/2018,247.0,2
07/2018,420.0,1
07/2018,525.0,2
07/2018,197.0,6
07/2018,493.02,2
07/2018,399.0,2
07/2018,421.0,4
07/2018,233.0,5
07/2018,896.0,1
07/2018,34.0,9
07/2018,26.01,2
07/2018,224.03,2
07/2018,297.0,2
07/2018,1139.0,2
07/2018,446.0,1
07/2018,942.02,8
07/2018,141.0,3
07/2018,192.0,3
07/2018,179.02,1
07/2018,146.05,2
07/2018,162.0,13
07/2018,187.04,2
07/2018,279.0,4
07/2018,187.0,1
07/2018,612.0,1
07/2018,919.0,2
07/2018,24.0,5
07/2018,1237.0,2
07/2018,6.0,6
07/2018,219.0,3
07/2018,209.01,3
07/2018,23.0,7
07/2018,299.0,1
07/2018,129.02,2
07/2018,296.0,2
07/2018,201.02,2
07/2018,92.0,2
07/2018,671.0,1
07/2018,208.0,2
07/2018,1435.0,1
07/2018,222.0,2
07/2018,168.0,2
07/2018,10.01,3
07/2018,792.02,2
07/2018,229.0,7
07/2018,121.01,2
07/2018,69.0,5
07/2018,298.0,1
07/2018,481.0,1
07/2018,188.0,3
07/2018,418.0,1
07/2018,121.0,1
07/2018,135.01,1
07/2018,53.0,3
07/2018,14.0,1
07/2018,809.0,1
07/2018,86.0,2
07/2018,1028.01,1
07/2018,22.02,2
07/2018,50.01,3
07/2018,127.01,2
07/2018,223.01,2
07/2018,110.0,1
07/2018,692.0,1
07/2018,235.02,3
07/2018,177.01,1
07/2018,555.0,2
07/2018,1579.02,2
07/2018,423.0,1
07/2018,495.0,3
07/2018,366.0,1
07/2018,572.0,1
07/2018,234.0,4
07/2018,868.0,2
07/2018,1579.01,2
07/2018,888.0,1
07/2018,36.0,1
07/2018,1014.0,2
07/2018,21.0,5
07/2018,1210.0,1
07/2018,1110.0,1
07/2018,1120.0,1
07/2018,415.0,2
07/2018,29.01,3
07/2018,182.0,1
07/2018,462.06,3
07/2018,1551.03,1
07/2018,357.01,2
07/2018,218.0,8
07/2018,214.0,1
07/2018,355.0,1
07/2018,393.0,2
07/2018,62.0,4
07/2018,59.02,1
07/2018,1227.04,4
07/2018,543.0,1
07/2018,245.01,2
07/2018,380.0,1
07/2018,441.0,1
07/2018,757.02,1
07/2018,145.0,4
07/2018,409.0,4
07/2018,382.0,5
07/2018,550.0,1
07/2018,889.03,2
07/2018,135.0,3
07/2018,140.0,4
07/2018,2.02,3
07/2018,549.0,1
07/2018,934.02,1
07/2018,341.0,2
07/2018,151.0,3
07/2018,226.01,3
07/2018,321.0,2
07/2018,556.0,1
07/2018,85.0,6
07/2018,15.02,2
07/2018,1291.02,1
07/2018,565.0,1
07/2018,431.02,1
07/2018,449.01,3
07/2018,1507.02,2
07/2018,932.0,1
07/2018,1104.0,4
07/2018,91.0,6
07/2018,259.0,6
07/2018,1189.0,2
07/2018,307.01,1
07/2018,32.0,6
07/2018,65.01,1
07/2018,1008.01,1
07/2018,964.0,1
07/2018,147.01,1
07/2018,20.02,2
07/2018,383.01,2
07/2018,59.0,2
07/2018,886.0,1
07/2018,100.0,2
07/2018,153.0,1
07/2018,1483.0,5
07/2018,865.0,1
07/2018,972.04,2
07/2018,309.01,2
07/2018,2074.0,2
07/2018,533.0,1
07/2018,83.0,4
07/2018,997.04,1
07/2018,462.0,3
07/2018,135.02,1
07/2018,33.0,1
07/2018,154.01,3
07/2018,40.01,2
07/2018,266.02,2
07/2018,890.0,2
07/2018,450.0,1
07/2018,552.0,1
07/2018,127.0,8
07/2018,307.0,4
07/2018,318.0,1
07/2018,193.0,3
07/2018,229.02,1
07/2018,221.02,2
07/2018,333.0,1
07/2018,907.0,1
07/2018,265.0,2
07/2018,353.02,1
07/2018,277.02,1
07/2018,156.02,2
07/2018,8.0,2
07/2018,882.0,1
07/2018,1451.01,2
07/2018,374.0,3
07/2018,158.01,1
07/2018,22.01,1
07/2018,38.0,5
07/2018,303.02,1
07/2018,306.0,1
07/2018,235.01,6
07/2018,503.0,3
07/2018,225.0,2
07/2018,1118.0,2
07/2018,434.0,2
07/2018,133.02,1
07/2018,395.0,2
07/2018,210.02,1
07/2018,95.0,2
07/2018,96.0,3
07/2018,258.0,1
07/2018,462.04,1
07/2018,442.0,1
07/2018,109.0,1
07/2018,178.0,1
07/2018,646.0,2
07/2018,526.0,1
07/2018,446.01,1
07/2018,405.02,1
07/2018,55.02,2
07/2018,72.0,1
07/2018,734.0,1
07/2018,381.0,5
07/2018,1220.0,1
07/2018,180.0,4
07/2018,1032.01,2
07/2018,332.01,2
07/2018,696.02,1
07/2018,375.04,1
07/2018,579.01,1
07/2018,447.0,1
07/2018,146.07,1
07/2018,63.0,2
07/2018,488.0,1
07/2018,263.0,4
07/2018,159.0,6
07/2018,237.0,4
07/2018,310.0,1
07/2018,480.0,1
07/2018,228.0,2
07/2018,148.01,1
07/2018,962.0,1
07/2018,82.0,1
07/2018,394.0,1
07/2018,88.0,2
07/2018,894.0,1
07/2018,244.01,1
07/2018,1152.0,1
07/2018,916.0,2
07/2018,53.02,1
07/2018,822.0,1
07/2018,233.01,2
07/2018,1164.0,2
07/2018,414.0,3
07/2018,479.0,2
07/2018,991.0,2
07/2018,253.01,1
07/2018,113.0,1
07/2018,268.0,1
07/2018,369.02,1
07/2018,545.0,2
07/2018,429.0,1
07/2018,16.0,2
07/2018,148.02,2
07/2018,563.01,1
07/2018,184.01,1
07/2018,392.0,1
07/2018,150.0,1
07/2018,516.02,1
07/2018,144.01,1
07/2018,582.0,1
07/2018,800.0,1
07/2018,243.01,1
07/2018,131.0,2
07/2018,244.0,2
07/2018,1301.0,1
07/2018,353.0,1
07/2018,209.0,2
07/2018,1134.0,2
07/2018,44.0,1
07/2018,330.0,8
07/2018,626.0,2
07/2018,146.01,1
07/2018,84.0,1
07/2018,608.0,1
07/2018,523.0,2
07/2018,674.0,1
07/2018,118.0,2
07/2018,112.02,2
07/2018,64.0,3
07/2018,500.0,1
07/2018,278.0,1
07/2018,2.01,1
07/2018,1126.0,3
07/2018,417.0,4
07/2018,259.01,1
07/2018,224.01,2
07/2018,429.02,2
07/2018,356.0,1
07/2018,61.0,1
07/2018,988.0,1
07/2018,440.0,1
07/2018,170.09,1
07/2018,349.02,1
07/2018,600.0,1
07/2018,513.0,1
07/2018,553.0,1
07/2018,892.01,1
07/2018,136.03,1
07/2018,1291.04,1
07/2018,514.0,2
07/2018,462.05,1
07/2018,271.0,2
07/2018,7.01,1
07/2018,103.0,1
07/2018,4.0,2
07/2018,528.0,1
07/2018,422.0,1
07/2018,19.02,1
07/2018,208.06,2
07/2018,198.0,1
07/2018,1010.03,1
07/2018,598.0,1
07/2018,1184.0,1
07/2018,477.0,1
07/2018,724.0,1
07/2018,748.0,1
07/2018,1167.0,1
07/2018,624.0,2
07/2018,520.0,1
07/2018,492.0,1
07/2018,407.01,1
07/2018,972.06,1
07/2018,13.0,1
07/2018,966.0,1
07/2018,163.0,2
07/2018,160.0,2
07/2018,14.02,1
07/2018,1093.0,1
07/2018,328.0,1
07/2018,437.02,1
07/2018,9.0,3
07/2018,181.01,1
07/2018,491.0,1
07/2018,579.0,1
07/2018,272.0,1
07/2018,508.03,1
07/2018,585.0,1
07/2018,325.0,1
07/2018,76.0,1
07/2018,323.0,2
07/2018,866.0,1
07/2018,853.0,1
07/2018,369.0,1
07/2018,358.0,1
07/2018,508.0,1
07/2018,249.0,2
07/2018,929.0,2
07/2018,1010.0,1
07/2018,130.0,1
07/2018,944.02,1
07/2018,398.0,1
07/2018,183.0,1
07/2018,185.01,1
07/2018,309.0,1
07/2018,1529.01,1
07/2018,902.0,1
07/2018,65.0,1
07/2018,1479.0,1
07/2018,303.0,2
07/2018,507.0,1
07/2018,796.01,1
07/2018,436.0,1
07/2018,580.0,1
07/2018,119.01,1
07/2018,11.0,1
07/2018,265.01,1
07/2018,925.0,1
07/2018,70.01,1
07/2018,856.0,1
07/2018,973.0,1
07/2018,237.03,2
07/2018,484.01,1
07/2018,1097.0,1
07/2018,1459.0,1
07/2018,770.0,1
07/2018,196.0,2
07/2018,1347.02,1
07/2018,670.0,1
07/2018,1182.02,1
07/2018,112.01,1
07/2018,1208.01,1
07/2018,154.02,1
07/2018,542.0,1
07/2018,1162.0,1
07/2018,676.0,1
07/2018,1385.01,1
07/2018,1277.0,1
07/2018,208.04,1
07/2018,816.0,1
07/2018,388.0,1
07/2018,104.01,1
07/2018,132.0,1
07/2018,992.0,1
07/2018,361.0,2
07/2018,974.0,1
07/2018,212.0,1
07/2018,171.0,4
07/2018,240.0,1
07/2018,262.0,1
07/2018,517.0,1
07/2018,766.0,1
07/2018,736.0,1
07/2018,313.0,1
07/2018,720.0,1
07/2018,872.0,1
07/2018,386.0,1
07/2018,31.0,4
07/2018,27.02,1
07/2018,840.0,2
06/2018,171.0,3
06/2018,291.0,3
06/2018,553.0,2
06/2018,1078.0,1
06/2018,306.0,2
06/2018,964.0,2
06/2018,519.0,3
06/2018,1208.02,3
06/2018,912.0,2
06/2018,112.0,1
06/2018,204.0,2
06/2018,501.0,1
06/2018,136.03,3
06/2018,151.02,4
06/2018,170.0,7
06/2018,222.0,7
06/2018,1152.0,1
06/2018,68.0,8
06/2018,1463.0,1
06/2018,232.0,4
06/2018,8.0,4
06/2018,569.0,1
06/2018,20.01,4
06/2018,493.02,3
06/2018,38.0,6
06/2018,212.0,5
06/2018,462.03,6
06/2018,1104.0,7
06/2018,242.0,9
06/2018,563.01,1
06/2018,189.0,15
06/2018,792.02,2
06/2018,1134.0,2
06/2018,1085.0,1
06/2018,408.0,4
06/2018,173.0,4
06/2018,77.0,5
06/2018,1551.03,1
06/2018,43.0,11
06/2018,513.0,1
06/2018,343.0,2
06/2018,288.01,1
06/2018,121.02,1
06/2018,1214.0,3
06/2018,195.0,5
06/2018,371.0,1
06/2018,241.0,8
06/2018,956.0,3
06/2018,122.0,2
06/2018,198.0,5
06/2018,223.01,4
06/2018,357.01,1
06/2018,61.0,3
06/2018,278.0,1
06/2018,429.0,1
06/2018,267.0,2
06/2018,394.0,3
06/2018,227.0,2
06/2018,64.0,11
06/2018,1008.04,2
06/2018,1116.0,2
06/2018,263.0,4
06/2018,406.0,5
06/2018,25.0,14
06/2018,379.0,7
06/2018,174.0,2
06/2018,209.01,3
06/2018,29.02,1
06/2018,414.0,4
06/2018,1291.04,1
06/2018,462.0,2
06/2018,822.0,4
06/2018,188.0,6
06/2018,910.0,7
06/2018,862.0,1
06/2018,478.01,2
06/2018,270.0,3
06/2018,572.0,4
06/2018,138.0,7
06/2018,190.0,7
06/2018,213.0,3
06/2018,210.0,1
06/2018,224.01,1
06/2018,63.01,2
06/2018,26.02,6
06/2018,235.02,3
06/2018,229.01,2
06/2018,434.0,2
06/2018,972.06,1
06/2018,728.0,1
06/2018,196.0,5
06/2018,1.0,1
07/2018,779.02,1
07/2018,248.0,1
07/2018,177.02,1
07/2018,86.03,1
07/2018,406.0,1
07/2018,52.0,1
07/2018,62.02,2
07/2018,147.0,1
07/2018,58.0,1
07/2018,790.0,1
07/2018,588.0,1
07/2018,473.0,1
07/2018,144.02,1
07/2018,613.01,1
07/2018,928.0,1
07/2018,5.01,1
07/2018,266.0,1
07/2018,1551.04,1
06/2018,231.0,4
06/2018,283.0,7
06/2018,2.0,3
06/2018,186.0,3
06/2018,779.04,2
06/2018,140.0,5
06/2018,226.0,2
06/2018,243.0,1
06/2018,92.0,6
06/2018,814.0,2
06/2018,245.0,14
06/2018,471.0,1
06/2018,175.0,5
06/2018,368.0,2
06/2018,21.0,6
06/2018,336.0,2
06/2018,59.02,4
06/2018,1176.01,1
06/2018,4.0,3
06/2018,696.02,1
06/2018,582.0,4
06/2018,168.0,1
06/2018,575.0,1
06/2018,580.0,1
06/2018,711.0,2
06/2018,916.0,1
06/2018,192.0,7
06/2018,126.01,1
06/2018,143.0,9
06/2018,236.0,3
06/2018,145.0,5
06/2018,327.0,2
06/2018,28.0,3
06/2018,129.02,1
06/2018,373.0,3
06/2018,177.02,2
06/2018,386.0,3
06/2018,167.0,4
06/2018,319.01,2
06/2018,67.0,10
06/2018,365.0,1
06/2018,35.0,1
06/2018,411.0,2
06/2018,243.02,5
06/2018,65.0,2
06/2018,208.06,1
06/2018,229.0,2
06/2018,162.0,8
06/2018,403.03,2
06/2018,1291.03,2
06/2018,606.0,1
06/2018,313.0,2
06/2018,250.0,1
06/2018,1156.0,1
06/2018,13.0,6
06/2018,146.02,7
06/2018,53.0,2
06/2018,521.0,1
06/2018,157.0,7
06/2018,1441.0,2
06/2018,194.0,10
06/2018,127.0,4
06/2018,99.01,3
06/2018,31.0,10
06/2018,51.0,9
06/2018,650.0,1
06/2018,129.01,4
06/2018,14.01,2
06/2018,966.0,1
06/2018,239.0,4
06/2018,100.0,4
06/2018,458.0,3
06/2018,216.01,2
06/2018,211.0,6
06/2018,299.0,6
06/2018,225.0,8
06/2018,267.01,2
06/2018,480.0,2
06/2018,990.0,1
06/2018,388.0,1
06/2018,41.0,3
06/2018,356.02,1
06/2018,477.0,2
06/2018,377.0,2
06/2018,152.0,6
06/2018,98.0,2
06/2018,1004.0,1
06/2018,251.0,4
06/2018,89.0,4
06/2018,549.0,1
06/2018,44.0,3
06/2018,148.02,1
06/2018,79.0,5
06/2018,131.0,4
06/2018,166.0,3
06/2018,591.0,2
06/2018,22.01,4
06/2018,147.01,2
06/2018,137.0,2
06/2018,85.0,6
06/2018,818.0,1
06/2018,982.0,5
06/2018,295.0,3
06/2018,15.01,7
06/2018,345.0,1
06/2018,214.0,1
06/2018,344.0,1
06/2018,208.03,2
06/2018,33.01,1
06/2018,228.02,1
06/2018,172.0,7
06/2018,97.0,2
06/2018,309.01,4
06/2018,291.02,2
06/2018,83.0,3
06/2018,287.0,5
06/2018,277.0,4
06/2018,796.01,2
06/2018,916.03,2
06/2018,515.0,2
06/2018,259.0,3
06/2018,66.0,4
06/2018,383.0,2
06/2018,233.0,2
06/2018,246.0,2
06/2018,882.0,2
06/2018,134.0,7
06/2018,359.0,5
06/2018,1022.0,1
06/2018,592.0,1
06/2018,62.0,6
06/2018,342.0,3
06/2018,183.02,2
06/2018,224.0,6
06/2018,119.01,2
06/2018,216.02,1
06/2018,46.0,6
06/2018,50.01,3
06/2018,880.0,2
06/2018,271.0,1
06/2018,1158.0,1
06/2018,545.0,3
06/2018,215.02,2
06/2018,1257.0,1
06/2018,160.0,1
06/2018,149.02,1
06/2018,210.01,2
06/2018,205.01,2
06/2018,938.0,2
06/2018,1162.0,1
06/2018,6.0,4
06/2018,207.0,1
06/2018,303.0,2
06/2018,75.0,6
06/2018,351.0,1
06/2018,169.0,8
06/2018,285.0,4
06/2018,512.0,5
06/2018,382.0,4
06/2018,219.0,4
06/2018,566.0,1
06/2018,947.0,1
06/2018,328.0,1
06/2018,217.0,3
06/2018,207.01,1
06/2018,106.01,2
06/2018,72.0,2
06/2018,273.01,1
06/2018,40.04,1
06/2018,317.02,1
06/2018,109.0,1
06/2018,254.02,3
06/2018,1.01,2
06/2018,45.0,3
06/2018,457.0,1
06/2018,317.0,1
06/2018,1159.0,1
06/2018,338.0,1
06/2018,151.01,2
06/2018,307.0,1
06/2018,788.01,1
06/2018,436.0,3
06/2018,353.01,1
06/2018,54.0,2
06/2018,354.0,1
06/2018,118.0,5
06/2018,108.02,1
06/2018,189.01,1
06/2018,888.0,1
06/2018,273.0,1
06/2018,184.01,1
06/2018,1184.0,1
06/2018,1058.04,1
06/2018,177.01,2
06/2018,1144.0,1
06/2018,163.0,4
06/2018,757.01,1
06/2018,540.0,1
06/2018,302.01,3
06/2018,178.0,3
06/2018,208.05,1
06/2018,413.0,2
06/2018,170.16,1
06/2018,1146.0,1
06/2018,29.0,2
06/2018,42.0,2
06/2018,462.06,3
06/2018,177.0,4
06/2018,309.0,2
06/2018,302.02,9
06/2018,1385.01,1
06/2018,437.0,2
06/2018,146.06,4
06/2018,397.0,1
06/2018,69.0,6
06/2018,26.01,4
06/2018,485.0,1
06/2018,32.0,3
06/2018,53.02,3
06/2018,174.02,3
06/2018,253.0,6
06/2018,58.0,1
06/2018,1010.04,1
06/2018,945.0,2
06/2018,10.01,2
06/2018,296.0,2
06/2018,48.0,2
06/2018,894.0,1
06/2018,277.01,3
06/2018,213.03,4
06/2018,87.0,7
06/2018,929.0,2
06/2018,303.02,1
06/2018,183.0,2
06/2018,380.0,1
06/2018,158.02,2
06/2018,176.0,1
06/2018,84.0,1
06/2018,65.02,1
06/2018,200.0,6
06/2018,840.0,1
06/2018,293.0,3
06/2018,871.0,1
06/2018,218.0,2
06/2018,492.0,1
06/2018,185.01,2
06/2018,1142.02,1
06/2018,132.02,1
06/2018,444.0,2
06/2018,71.0,4
06/2018,1058.01,1
06/2018,868.0,1
06/2018,235.01,4
06/2018,135.01,1
06/2018,133.0,3
06/2018,234.0,3
06/2018,311.0,5
06/2018,919.0,2
06/2018,1227.04,8
06/2018,559.0,1
06/2018,423.0,1
06/2018,624.0,3
06/2018,1551.04,1
06/2018,277.02,2
06/2018,542.0,1
06/2018,36.01,2
06/2018,769.01,1
06/2018,698.0,1
06/2018,363.0,2
06/2018,479.0,1
06/2018,502.02,1
06/2018,446.0,1
06/2018,149.0,3
06/2018,1175.0,1
06/2018,86.01,2
06/2018,34.0,2
06/2018,401.0,1
06/2018,197.01,2
06/2018,645.0,1
06/2018,1200.0,3
06/2018,702.01,1
06/2018,596.0,1
06/2018,779.05,1
06/2018,1220.0,3
06/2018,514.0,1
06/2018,2074.0,1
06/2018,23.0,2
06/2018,128.0,4
06/2018,213.02,1
06/2018,452.0,1
06/2018,511.0,6
06/2018,106.02,1
06/2018,902.0,1
06/2018,269.0,2
06/2018,510.02,1
06/2018,90.0,4
06/2018,126.02,2
06/2018,664.01,1
06/2018,939.0,3
06/2018,37.0,9
06/2018,16.0,2
06/2018,243.01,1
06/2018,642.0,1
06/2018,20.02,2
06/2018,153.01,2
06/2018,181.0,1
06/2018,417.0,2
06/2018,981.0,1
06/2018,341.0,1
06/2018,230.0,4
06/2018,1409.01,1
06/2018,1168.0,1
06/2018,228.0,1
06/2018,50.0,1
06/2018,22.02,1
06/2018,279.0,3
06/2018,332.02,3
06/2018,318.0,2
06/2018,489.0,1
06/2018,431.0,1
06/2018,808.0,1
06/2018,468.0,1
06/2018,462.07,4
06/2018,215.0,1
06/2018,161.0,3
06/2018,3.01,1
06/2018,421.0,5
06/2018,790.0,1
06/2018,942.02,4
06/2018,493.01,3
