Time,Geoid,NumberOfReports
05/2017,36061018800,3
09/2017,36061023501,3
03/2017,36047069602,1
09/2017,36005031800,1
11/2017,36061004300,7
03/2017,36005039500,2
02/2017,36047050100,4
10/2017,36005006000,1
09/2017,36061022200,1
10/2017,36081140901,1
04/2017,36061021100,9
02/2017,36061020901,2
02/2017,36047033300,3
02/2017,36061006700,4
03/2017,36005038800,1
05/2017,36061029500,1
09/2017,36047043000,1
03/2017,36005003300,1
11/2017,36081005300,2
07/2017,36061007400,4
03/2017,36005015700,3
09/2017,36047034700,1
02/2017,36047109800,1
11/2017,36061015900,1
11/2017,36047032700,3
06/2017,36081101700,2
05/2017,36061031100,1
06/2017,36047057500,4
01/2017,36047034700,5
06/2017,36047042500,1
11/2017,36061022200,6
02/2017,36047037900,6
01/2017,36047047700,1
11/2017,36005023200,2
05/2017,36047045600,2
05/2017,36061014602,4
12/2017,36047043100,2
05/2017,36061016600,3
04/2017,36081058900,1
11/2017,36005024501,3
12/2017,36005039800,1
11/2017,36005042200,1
02/2017,36005038200,2
12/2017,36047030300,2
06/2017,36005028900,4
11/2017,36061026100,8
07/2017,36047030500,1
07/2017,36061026900,4
12/2017,36061001001,3
12/2017,36061008400,1
06/2017,36005033000,1
10/2017,36005015200,4
01/2017,36081062600,2
02/2017,36081091601,3
02/2017,36061022400,4
04/2017,36047008500,4
03/2017,36047043700,3
04/2017,36047034500,5
05/2017,36047087800,1
10/2017,36005040600,4
05/2017,36061013700,5
03/2017,36047057200,3
03/2017,36005014701,4
12/2017,36061023100,2
08/2017,36061022000,4
11/2017,36047041700,7
01/2017,36005037200,2
11/2017,36005020501,2
01/2017,36047119200,1
04/2017,36061006100,1
03/2017,36005026702,3
07/2017,36061022500,3
12/2017,36081011200,1
11/2017,36061028700,5
03/2017,36061019600,4
01/2017,36047018700,1
05/2017,36061024302,6
12/2017,36047089200,3
09/2017,36047089200,3
10/2017,36081008700,3
10/2017,36047110600,6
05/2017,36047088400,2
01/2017,36047025500,2
05/2017,36081088901,6
02/2017,36061019400,5
05/2017,36061014300,6
07/2017,36005024100,3
09/2017,36047057200,3
08/2017,36061023600,4
01/2017,36047055100,2
12/2017,36061021000,4
11/2017,36047122000,4
08/2017,36047021700,2
01/2017,36081027300,2
05/2017,36005023900,4
05/2017,36081025302,1
10/2017,36005022404,1
06/2017,36047028300,8
08/2017,36005014500,6
05/2017,36061020800,4
06/2017,36047080600,1
01/2017,36081046900,1
08/2017,36005017500,2
09/2017,36081006501,2
06/2017,36081109700,1
09/2017,36047021900,2
10/2017,36061021000,5
02/2017,36061023300,2
09/2017,42101003001,1
11/2017,36061021200,5
12/2017,36047030700,4
02/2017,36047049100,6
11/2017,36047111000,1
12/2017,36005046201,16
06/2017,36061022000,2
11/2017,36047004300,1
10/2017,36081055700,1
10/2017,36005007900,4
12/2017,36061013700,3
12/2017,36047062000,1
10/2017,36081018401,2
07/2017,36047115200,4
04/2017,36061009900,4
09/2017,36047032600,2
10/2017,36085013302,2
06/2017,36081006900,1
05/2017,36061007100,8
05/2017,36081018102,1
06/2017,36061005200,3
08/2017,36061008300,4
10/2017,36047088200,2
09/2017,36047118800,1
05/2017,36047051602,2
09/2017,36061002601,2
07/2017,36047002000,2
10/2017,36047051300,1
12/2017,36047027900,4
11/2017,36081044000,2
05/2017,36085007700,2
10/2017,36047089200,1
09/2017,36085017300,1
06/2017,36047111000,2
02/2017,36047021000,2
10/2017,36047061003,1
08/2017,36005023800,50
11/2017,36047037100,2
09/2017,36005013100,2
03/2017,36061024200,7
05/2017,36061026100,4
01/2017,36061002602,5
06/2017,36085008100,1
08/2017,36005005600,4
03/2017,36005046201,11
11/2017,36061028500,6
04/2017,36047057200,3
01/2017,36005038500,1
11/2017,36061019400,7
09/2017,36047114600,3
12/2017,36047019100,1
01/2017,36061006800,6
10/2017,36047018300,1
01/2017,36005008300,2
03/2017,36061017900,4
11/2017,36005011000,2
09/2017,36047028900,1
11/2017,36047053900,3
06/2017,36005039902,1
11/2017,36061019500,1
12/2017,36005008300,7
07/2017,36005005300,1
10/2017,36061026900,2
09/2017,36061015700,5
09/2017,36061000900,2
12/2017,36061005000,4
08/2017,36047040900,3
03/2017,36005015300,1
02/2017,36081006502,1
06/2017,36005046201,17
02/2017,36047035700,2
04/2017,36005006400,2
04/2017,36047101400,1
08/2017,36047042900,2
08/2017,36047033100,3
04/2017,36005003700,2
10/2017,36061001501,4
08/2017,36061021703,3
05/2017,36005039100,2
01/2017,36005030200,3
12/2017,36061024500,4
07/2017,36061014300,5
10/2017,36081062500,1
10/2017,36047094401,1
11/2017,36005009000,4
06/2017,36005025300,1
06/2017,36047020700,3
01/2017,36061004500,4
06/2017,36047004700,1
12/2017,36085002100,3
02/2017,36061003300,3
12/2017,36047035300,5
02/2017,36047043400,1
04/2017,36061020800,1
03/2017,36061022400,7
03/2017,36061002602,2
05/2017,36005037100,1
05/2017,36081112300,2
09/2017,36081103201,1
12/2017,36061019000,2
04/2017,36061002400,3
07/2017,36047037100,2
03/2017,36085006700,4
12/2017,36061012000,1
11/2017,36081071306,1
11/2017,36081018102,1
09/2017,36085018100,1
12/2017,36081161700,4
04/2017,36061004000,1
01/2017,36047053800,2
07/2017,36081077906,2
11/2017,36005013800,2
01/2017,36081117100,1
11/2017,36085018902,2
12/2017,36061001800,3
10/2017,36061021100,10
10/2017,36047105804,2
09/2017,36047120800,2
09/2017,36061019000,2
02/2017,36061006400,3
04/2017,36005033700,1
04/2017,36081129104,2
06/2017,36047022100,2
11/2017,36005041100,3
02/2017,36005019300,5
04/2017,36061030900,7
06/2017,36005039901,1
12/2017,36005046202,6
05/2017,36005009000,7
08/2017,36061000202,6
12/2017,36005005100,12
03/2017,36005017500,6
08/2017,36005014701,6
05/2017,36047006900,3
09/2017,36047088000,4
08/2017,36047038900,2
12/2017,36047062200,4
07/2017,36005018500,5
01/2017,36061023400,3
02/2017,36061021600,2
04/2017,36047079400,2
04/2017,36061007200,2
03/2017,36081015500,1
05/2017,36005021301,1
12/2017,36085025100,2
05/2017,36061002601,3
06/2017,36061013200,4
07/2017,36005015100,3
10/2017,36081002200,2
12/2017,36047021500,1
11/2017,36005039500,5
12/2017,36005040701,4
09/2017,36081012500,3
06/2017,36005014701,4
07/2017,36061026300,1
09/2017,36047024900,1
09/2017,36047052700,2
06/2017,36047007100,1
08/2017,36005036400,2
09/2017,36081012301,1
07/2017,36047037900,5
07/2017,36005029302,1
10/2017,36085017007,1
08/2017,36061023300,3
11/2017,36061002201,5
03/2017,36081077906,2
12/2017,36047002000,2
11/2017,36047087800,1
03/2017,36061001300,1
08/2017,36061020000,3
05/2017,36061024700,4
05/2017,36047091800,2
09/2017,36061002100,4
06/2017,36081026000,1
04/2017,36047035300,5
08/2017,36005013800,1
02/2017,36047043200,1
06/2017,36047090800,5
07/2017,36047072200,2
06/2017,36081071304,1
02/2017,36047008200,1
12/2017,36047061004,1
06/2017,36005005600,2
10/2017,36061017500,4
03/2017,36061001200,1
10/2017,36047033000,2
03/2017,36061000700,1
07/2017,36061008100,3
02/2017,36005040800,3
09/2017,36061016800,3
11/2017,36061000600,6
11/2017,36061001800,2
11/2017,36047038700,2
05/2017,36061021703,1
02/2017,36081104700,1
01/2017,36081058300,1
07/2017,36085013302,3
07/2017,36047051100,3
11/2017,36047100800,2
01/2017,36061021100,7
03/2017,36061028500,6
01/2017,36005039300,2
01/2017,36005041500,2
08/2017,36081012500,4
09/2017,36061022900,3
09/2017,36005040502,2
09/2017,36005034300,3
05/2017,36047024300,2
02/2017,36005009300,2
04/2017,36047028300,3
11/2017,36061014300,6
11/2017,36061023501,3
02/2017,36081065600,1
10/2017,36081118700,2
04/2017,36047026800,2
05/2017,36081002500,5
11/2017,36005036400,1
07/2017,36061017700,4
10/2017,36047018501,2
06/2017,36047079200,2
03/2017,36047000501,1
07/2017,36081092500,1
11/2017,36005012300,2
05/2017,36061004300,3
09/2017,36061014402,2
12/2017,36061023700,5
01/2017,36081140901,2
05/2017,36005003500,1
08/2017,36061004500,1
11/2017,36061018400,3
01/2017,36005029302,1
11/2017,36061016200,10
08/2017,36005037504,2
07/2017,36085015603,1
11/2017,36005043500,3
07/2017,36005023703,1
08/2017,36061015700,4
09/2017,36005002300,1
06/2017,36061016600,3
05/2017,36061003800,4
04/2017,36005023502,4
06/2017,36005039300,7
01/2017,36061000202,7
01/2017,36005042300,3
10/2017,36005038600,1
10/2017,36047083000,3
03/2017,36047039100,1
01/2017,36081021200,1
04/2017,36005030900,4
06/2017,36005040502,1
08/2017,36005024400,2
01/2017,36085017005,1
12/2017,36061017402,4
12/2017,36005028100,1
12/2017,36061025700,4
02/2017,36005022101,1
05/2017,36061026500,1
12/2017,36005014701,7
11/2017,36005041900,2
05/2017,36081026500,1
09/2017,36061019400,6
06/2017,36047055100,2
10/2017,36061013300,4
01/2017,36061005000,4
09/2017,36005008600,5
08/2017,36081091601,6
10/2017,36081097204,2
09/2017,36061019500,1
02/2017,36061002100,2
08/2017,36047030100,1
11/2017,36047013400,2
11/2017,36085030301,2
10/2017,36081134700,3
06/2017,36047026700,3
07/2017,36081018101,1
01/2017,36005036100,1
12/2017,36081053800,1
01/2017,36047005400,1
10/2017,36047049300,5
03/2017,36005039901,1
07/2017,36081033401,1
07/2017,36061022900,2
02/2017,36005018900,3
06/2017,36061007700,2
05/2017,36047079601,2
11/2017,36047043300,2
08/2017,36061007200,6
12/2017,36047033300,2
06/2017,36047051700,1
07/2017,36047026100,1
05/2017,36081101001,1
05/2017,36005021001,3
03/2017,36047083000,2
02/2017,36061012100,7
11/2017,36005004300,5
05/2017,36005020501,3
05/2017,36047032600,6
09/2017,36081088400,1
05/2017,36005029500,4
05/2017,36061008601,1
02/2017,36081017900,1
11/2017,36061008100,5
04/2017,36005039400,5
10/2017,36061023900,3
01/2017,36061007400,5
11/2017,36047004500,2
04/2017,36005014500,4
01/2017,36047013700,1
10/2017,36047026300,2
07/2017,36005033700,1
09/2017,36061026300,3
08/2017,36061018800,5
03/2017,36061008100,6
05/2017,36005037800,2
01/2017,36081088901,1
06/2017,36005039000,1
05/2017,36061022400,6
03/2017,36061014602,4
12/2017,36047035500,2
11/2017,36061013100,2
06/2017,36005038100,2
12/2017,36061017900,6
03/2017,36061018500,1
06/2017,36085017008,2
12/2017,36005023502,1
09/2017,36047100800,1
10/2017,36005035800,4
04/2017,36047016100,1
12/2017,36005034800,4
05/2017,36081084900,2
12/2017,36081063200,1
02/2017,36081094203,1
04/2017,36005023704,2
01/2017,36061020600,4
01/2017,36061026300,1
10/2017,36061006700,8
04/2017,36047061003,1
02/2017,36005015100,1
02/2017,36081027600,1
06/2017,36047057000,2
03/2017,36081080900,4
04/2017,36061021303,4
11/2017,36047091200,3
08/2017,36047016100,1
10/2017,36061005400,5
05/2017,36061027100,3
11/2017,36047061600,1
06/2017,36047037700,1
12/2017,36047006600,2
12/2017,36081015801,1
07/2017,36061016600,2
08/2017,36005040501,2
03/2017,36047028700,4
11/2017,36061012100,3
06/2017,36047032100,1
06/2017,36047007400,1
11/2017,36047086000,1
07/2017,36061002602,2
10/2017,36047080600,3
11/2017,36047050400,1
10/2017,36061000600,5
07/2017,36047038300,6
06/2017,36061021000,3
06/2017,36047000200,2
12/2017,36005026300,2
02/2017,36005021602,1
12/2017,36005020000,2
06/2017,36005023502,1
07/2017,36047113400,5
10/2017,36061007400,2
07/2017,36005020100,1
07/2017,36061023400,5
09/2017,36005039300,1
03/2017,36047041300,1
10/2017,36061019100,2
07/2017,36047049300,3
07/2017,36005037800,3
09/2017,36047057500,1
04/2017,36005024501,2
03/2017,36061004300,2
09/2017,36005017300,4
06/2017,36061000800,4
05/2017,36047093800,1
05/2017,36047000700,1
01/2017,36061012400,1
12/2017,36047098200,5
12/2017,36005024100,4
03/2017,36061009100,2
01/2017,36047051300,1
01/2017,36005032800,2
02/2017,36081024300,1
12/2017,36061015801,1
09/2017,36081077904,1
02/2017,36047003600,1
06/2017,36047061002,1
12/2017,36047016300,2
04/2017,36047030700,6
01/2017,36081002500,4
09/2017,36047039500,3
04/2017,36047034900,2
11/2017,36005027900,1
11/2017,36081032700,1
02/2017,36081007700,1
06/2017,36085027702,1
06/2017,36061015602,4
11/2017,36061019000,4
11/2017,36005022300,2
09/2017,36061024200,5
11/2017,36005039600,1
09/2017,36047016700,2
07/2017,36085030301,3
01/2017,36047051500,1
06/2017,36061003200,6
08/2017,36047073600,2
07/2017,36047057200,4
10/2017,36005020501,4
11/2017,36081070700,1
07/2017,36061023600,7
09/2017,36081086100,1
11/2017,36061002400,4
05/2017,36061016100,3
06/2017,36005038000,3
12/2017,36081004500,1
11/2017,36061028100,1
06/2017,36085011201,1
11/2017,36005014701,4
04/2017,36047088000,1
03/2017,36047070000,1
10/2017,36047051500,1
01/2017,36047091200,1
11/2017,36061012800,3
11/2017,36047056900,10
03/2017,36061011600,1
03/2017,36085001100,1
10/2017,36047072400,2
12/2017,36061023200,6
08/2017,36005039500,1
01/2017,36061018300,3
02/2017,36061020102,1
10/2017,36047115200,2
08/2017,36081010300,2
05/2017,36047082600,2
04/2017,36061027300,4
04/2017,36061010900,2
04/2017,36085029104,1
08/2017,36005005300,2
06/2017,36047073400,1
11/2017,36005038200,1
03/2017,36061026900,2
07/2017,36081011100,2
02/2017,36061017200,4
11/2017,36081029500,3
02/2017,36061000600,8
04/2017,36061019600,6
05/2017,36081097204,2
04/2017,36061003100,1
03/2017,36005005600,2
07/2017,36061008700,2
06/2017,36005029700,1
11/2017,36061011100,2
01/2017,36005023702,2
08/2017,36081027300,2
10/2017,36061004300,4
04/2017,36047027900,1
03/2017,36005018500,6
01/2017,36047032700,3
11/2017,36047038100,4
02/2017,36005005100,8
11/2017,36061015602,3
07/2017,36081052800,1
05/2017,36005002800,3
02/2017,36005020100,1
09/2017,36061026900,3
11/2017,36047009800,2
03/2017,36081024000,1
02/2017,36005041500,2
10/2017,36061019900,4
12/2017,36047052000,2
03/2017,36061023300,8
05/2017,36061018900,10
05/2017,36047060000,1
08/2017,36005033000,3
08/2017,36081071900,1
01/2017,36061016200,6
09/2017,36047114400,2
09/2017,36047080000,1
03/2017,36005003900,6
06/2017,36085020803,1
07/2017,36005018302,3
09/2017,36005013800,2
09/2017,36005042500,2
07/2017,36005023502,4
12/2017,36005028500,1
01/2017,36005021302,1
04/2017,36061014602,3
05/2017,36047056300,1
12/2017,36047095800,1
12/2017,36047008500,2
12/2017,36061003001,4
07/2017,36085002900,2
11/2017,36085023100,1
09/2017,36005046201,16
11/2017,36061021000,4
05/2017,36061006800,4
12/2017,36047034700,6
10/2017,36047024900,2
12/2017,36047003100,5
04/2017,36005042100,5
08/2017,36047030000,1
04/2017,36061007300,4
04/2017,36047028700,2
05/2017,36005036100,2
09/2017,36005005002,1
02/2017,36047082000,2
11/2017,36061015802,2
11/2017,36047040400,2
06/2017,36081006201,1
05/2017,36047037500,1
04/2017,36047051300,2
03/2017,36047092800,1
09/2017,36061017401,4
03/2017,36081091900,1
12/2017,36005003100,1
11/2017,36047035300,4
03/2017,36005036400,2
07/2017,36047035300,3
05/2017,36047001500,3
07/2017,36047027900,4
03/2017,36081062400,3
10/2017,36047080000,1
09/2017,36047097000,1
06/2017,36061007400,1
05/2017,36005022404,1
11/2017,36047028700,7
01/2017,36005021100,1
07/2017,36047040900,2
11/2017,36005034000,1
02/2017,36061018800,4
02/2017,36047076600,2
11/2017,36005005600,3
01/2017,36005013800,3
01/2017,36061014300,8
09/2017,36005007500,6
01/2017,36047013800,1
12/2017,36081137700,2
02/2017,36081000100,1
02/2017,36047030500,3
02/2017,36061007300,3
09/2017,36047049300,5
11/2017,36005008500,5
09/2017,36047063600,1
03/2017,36081146700,2
09/2017,36005042902,3
06/2017,36061023700,5
01/2017,36085017007,1
02/2017,36061027700,1
10/2017,36047034700,1
06/2017,36061024100,2
04/2017,36005002300,2
07/2017,36047026500,1
01/2017,36085014604,1
08/2017,36047077600,1
01/2017,36047052700,2
01/2017,36061007700,2
03/2017,36047023600,1
10/2017,36061011000,5
06/2017,36061028700,3
09/2017,36061024700,5
10/2017,36047011700,1
12/2017,36005017902,2
07/2017,36061007300,6
03/2017,36047052300,4
03/2017,36081047000,1
01/2017,36081092200,1
09/2017,36047072600,1
09/2017,36047027100,4
03/2017,36005051600,2
07/2017,36061021600,2
04/2017,36061006800,4
10/2017,36061004900,3
09/2017,36047054500,4
08/2017,36061023100,3
04/2017,36061017000,6
06/2017,36005006400,2
05/2017,36081005700,1
04/2017,36061013300,1
12/2017,36005039500,2
12/2017,36047017200,2
01/2017,36061019100,3
01/2017,36047090200,1
05/2017,36061006600,1
08/2017,36047011200,1
11/2017,36047030000,2
07/2017,36061003700,3
12/2017,36061016500,1
10/2017,36081097202,1
02/2017,36061010800,2
08/2017,36047067200,1
09/2017,36081122701,6
08/2017,36047034300,1
11/2017,36081023600,2
03/2017,36047051900,18
10/2017,36047042700,1
03/2017,36061002900,1
01/2017,36047016300,5
11/2017,36005007500,4
04/2017,36047107000,2
07/2017,36005007300,2
10/2017,36061021400,3
02/2017,36061006500,6
12/2017,36061013400,1
02/2017,36085017600,1
01/2017,36047049300,3
01/2017,36047028300,5
08/2017,36061019400,10
04/2017,36061014401,1
08/2017,36081104700,3
02/2017,36047034100,5
03/2017,36005021900,1
04/2017,36061009800,4
09/2017,36081029100,3
10/2017,36047031100,2
09/2017,36061016400,1
01/2017,36005018900,5
01/2017,36047115600,2
12/2017,36047014300,5
01/2017,36085012500,1
04/2017,36005002400,2
02/2017,36061021900,1
02/2017,36047116400,2
09/2017,36061007000,2
03/2017,36081008700,5
11/2017,36061023000,2
12/2017,36005004600,3
09/2017,36081097204,1
04/2017,36061029500,1
10/2017,36047030800,3
04/2017,36061020901,2
11/2017,36005042500,4
01/2017,36005022300,1
01/2017,36061018800,2
11/2017,36047033900,2
07/2017,36047050300,2
02/2017,36047049600,1
03/2017,36005022902,1
04/2017,36081058200,2
01/2017,36005043100,3
01/2017,36085017300,5
09/2017,36081026000,3
06/2017,36005032400,4
09/2017,36005030200,9
06/2017,36061022400,6
06/2017,36005014400,2
09/2017,36005034400,1
07/2017,36047115800,2
06/2017,36061000600,5
03/2017,36081075702,1
04/2017,36081007300,1
06/2017,36047028900,4
05/2017,36047028300,2
10/2017,36061012200,3
04/2017,36085027900,31
01/2017,36005005200,3
04/2017,36061016900,35
06/2017,36005040800,3
01/2017,36005038900,2
11/2017,36047041000,1
10/2017,36047120800,2
01/2017,36005007200,3
04/2017,36081062400,1
09/2017,36061011600,1
05/2017,36047036300,3
12/2017,36081085900,2
05/2017,36047043300,3
05/2017,36061022102,1
09/2017,36081002500,9
08/2017,36047032600,3
11/2017,36047092400,4
12/2017,36005006800,3
09/2017,36081077905,2
11/2017,36061008200,1
04/2017,36047032900,2
11/2017,36047087600,1
03/2017,36081157903,2
09/2017,36061014300,4
05/2017,36081043701,1
07/2017,36061007900,2
04/2017,36005019700,2
10/2017,36047035300,3
07/2017,36081143500,2
02/2017,36061024302,5
01/2017,36047021100,3
02/2017,36061001300,3
09/2017,36005004100,2
02/2017,36047062800,1
12/2017,36005045101,1
11/2017,36005026300,2
12/2017,36005034500,1
01/2017,36005025700,1
06/2017,36061016002,2
11/2017,36005018302,1
05/2017,36005001900,1
01/2017,36047058600,1
07/2017,36061006800,2
02/2017,36005012300,2
10/2017,36061022500,3
10/2017,36061005000,2
07/2017,36047051002,2
08/2017,36047078800,1
12/2017,36061021800,3
08/2017,36061022200,2
03/2017,36047049500,1
12/2017,36005007500,3
01/2017,36005028900,1
08/2017,36047042500,2
04/2017,36005021002,2
02/2017,36081077908,1
05/2017,36061019200,2
07/2017,36005021001,1
10/2017,36005036502,1
12/2017,36081092900,1
04/2017,36081033700,1
01/2017,36061028500,4
06/2017,36061020901,1
08/2017,36061007400,6
12/2017,36047049300,3
11/2017,36047014300,1
09/2017,36061009900,5
05/2017,36061007500,1
01/2017,36005009200,5
06/2017,36081006501,3
10/2017,36005012701,1
02/2017,36047123700,2
03/2017,36047012700,1
04/2017,36005002000,3
11/2017,36047003600,1
05/2017,36085017008,1
11/2017,36047049900,2
01/2017,36047058400,1
01/2017,36081005800,1
11/2017,36061020901,5
03/2017,36061026300,2
03/2017,36047091200,1
08/2017,36081040700,2
01/2017,36005040800,3
01/2017,36081026100,1
06/2017,36081044400,2
09/2017,36047122000,3
03/2017,36061019900,2
12/2017,36061003602,2
05/2017,36061023100,3
08/2017,36061019701,3
09/2017,36047019700,1
04/2017,36005019300,3
02/2017,36061009900,4
09/2017,36061005000,6
09/2017,36061026100,6
08/2017,36061012000,1
11/2017,36047091000,13
08/2017,36081054900,1
06/2017,36047005100,1
10/2017,36061010900,1
05/2017,36061006400,1
04/2017,36061002100,5
06/2017,36047089000,4
03/2017,36061013100,5
12/2017,36061023600,3
04/2017,36005009200,2
01/2017,36047007000,1
05/2017,36005043400,1
04/2017,36005024100,4
02/2017,36061018600,2
03/2017,36005022102,2
03/2017,36081108500,3
